ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
1648,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","De acordo com o Regimento Interno do TCE/PA, o instrumento de fiscalização utilizado para verificar a implementação das recomendações formuladas no curso de outros instrumentos de fiscalização e para avaliar o impacto da implementação ou da não implementação das deliberações no objeto fiscalizado é denominado",E,"www.tecconcursos.com.br/questoes/973019"
1649,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","Tendo como referência as disposições do Regimento Interno do TCE/PA, assinale a opção correta, a respeito da atuação do tribunal em sua função fiscalizadora de órgãos e entidades públicas estaduais.",C,"www.tecconcursos.com.br/questoes/973020"
1650,"CEBRASPE (CESPE)","Ana Min (MPC TCE-PA)",2019,"","","Conforme o Regimento Interno do TCE/PA, no curso de uma apuração, esse tribunal de contas pode conceder medida cautelar para",B,"www.tecconcursos.com.br/questoes/973046"
1651,"CEBRASPE (CESPE)","Proc C (MPC TCE-PA)",2019,"","","No desempenho de sua função constitucional, o TCE/PA utiliza, entre outros instrumentos de fiscalização, a inspeção para",A,"www.tecconcursos.com.br/questoes/974721"
1652,"CEBRASPE (CESPE)","Proc C (MPC TCE-PA)",2019,"","","De acordo com a previsão da Lei Orgânica do TCE/PA para a fiscalização de contratos, assinale a opção correta no que se refere à inspeção extraordinária.",A,"www.tecconcursos.com.br/questoes/974821"
1653,"CEBRASPE (CESPE)","Proc (TCE-RO)",2019,"","","Em relação às auditorias exercidas pelo TCE/RO, julgue os itens seguintes. I O relator de um processo poderá credenciar quaisquer servidores do TCE/RO para desempenhar funções de inspeções e auditoria. II Nenhum processo, documento ou informação poderá ser sonegado ao tribunal em suas inspeções e auditorias, sob qualquer pretexto. III No caso de sonegação, o relator assinará prazo de até cinco dias, prorrogável por igual período, para a apresentação de documentos, informações e esclarecimentos julgados necessários. Assinale a opção correta.",B,"www.tecconcursos.com.br/questoes/1036106"
1654,"CEBRASPE (CESPE)","Proc (TCE-RO)",2019,"","","O TCE/RO recebeu denúncia relativa à legalidade e à legitimidade de ato da administração pública estadual. A denúncia era referente a um fato cuja gravidade exigia exame mais detido e aprofundado, sem a existência de processo em trâmite no tribunal. Considerando o regimento interno do TCE/RO, assinale a opção que apresenta o procedimento de fiscalização a ser adotado nessa situação hipotética.",E,"www.tecconcursos.com.br/questoes/1036122"
1655,"CEBRASPE (CESPE)","Ana Port II (EMAP)",2018,"","","Acerca dos instrumentos de fiscalização, julgue o item seguinte. A inspeção é o instrumento de fiscalização empregado para suprir omissões e lacunas de informações, esclarecer dúvidas ou apurar denúncias ou representações no que diz respeito à legalidade, à legitimidade e à economicidade de fatos e atos administrativos.",Certo,"www.tecconcursos.com.br/questoes/665305"
1656,"CEBRASPE (CESPE)","ACE (TCE-MG)",2018,"","","O controle financeiro e contábil exercido pelo Tribunal de Contas do Estado de Minas Gerais",B,"www.tecconcursos.com.br/questoes/724656"
1657,"CEBRASPE (CESPE)","ACE (TCE-PE)",2017,"","","Com base nas disposições da Lei n.º 12.600/2004 (Lei Orgânica do TCE/PE.) e suas alterações, julgue o item seguinte. Constatada a ilegalidade de determinado contrato vinculado ao Poder Executivo estadual ou municipal, caberá ao TCE/PE sustá-lo de plano e comunicar o fato à assembleia legislativa estadual ou à câmara municipal, se for o caso.",Errado,"www.tecconcursos.com.br/questoes/534449"
1658,"CEBRASPE (CESPE)","AG (TCE-PE)",2017,"","","À luz das disposições da Lei n.º 12.600/2004, do estado de Pernambuco, e suas alterações, julgue o item subsecutivo. O controle externo junto às administrações estadual e municipal será executado, por meio de auditorias, pelo TCE/PE, devendo ser instauradas auditorias especiais se constatadas situações de excepcionalidade.",Certo,"www.tecconcursos.com.br/questoes/534842"
1659,"CEBRASPE (CESPE)","AFCE (TCE-SC)",2016,"","","Com base nas normas de auditoria do TCE/SC e no Manual de Procedimentos de Auditoria de Regularidade, julgue o item a seguir. Na elaboração dos relatórios de auditoria, deve-se incluir parágrafo de ênfase somente nos casos de pareceres. Os relatórios com ressalvas devem ser evitados, pois o juízo sobre os efeitos e a gravidade do fato motivador da ressalva cabe ao relator.",Certo,"www.tecconcursos.com.br/questoes/359077"
1660,"CEBRASPE (CESPE)","Aud CE (TCE-PA)",2016,"","","Tendo como referência as legislações federal e estadual, a Lei Orgânica e o Regimento Interno do TCE/PA, julgue o item subsequente. É prerrogativa do TCE/PA a fiscalização da aplicação dos recursos provenientes das quotas entregues pela União ao estado do Pará referentes ao Fundo de Participação dos Estados e do Distrito Federal.",Certo,"www.tecconcursos.com.br/questoes/386724"
1661,"CEBRASPE (CESPE)","ACE (TCE PR)",2016,"","","Acerca dos instrumentos de fiscalização, assinale a opção correta.",C,"www.tecconcursos.com.br/questoes/394794"
1662,"CEBRASPE (CESPE)","Ass Tec (TCE-RN)",2015,"","","Com relação ao Tribunal de Contas do Rio Grande do Norte (TCE/RN), julgue o item que se segue. Estão sujeitas a inspeções e auditorias do TCE/RN quaisquer unidades administrativas dos três poderes, bem como as entidades da administração indireta, e outras instituídas ou mantidas pelo poder público.",Certo,"www.tecconcursos.com.br/questoes/316318"
1663,"CEBRASPE (CESPE)","AACE (TC DF)",2014,"","","Com base nos dispositivos da LO/TCDF, julgue o item seguinte. Caso houvesse indício de fraude em procedimento de concessão de anistia fiscal pelo governador do DF, a realização de auditoria do TCDF sobre tal procedimento deveria ser autorizada pela CLDF.",Errado,"www.tecconcursos.com.br/questoes/194601"
1664,"CEBRASPE (CESPE)","Proc (MPTC DF)",2013,"","","Julgue o próximo item, que versa sobre o MP, o TCDF e o TCU. A apreciação de indício de irregularidade em contrato celebrado entre o governo do DF e um prestador de serviço cabe ao TCDF, de ofício ou mediante provocação da CLDF, do MP ou das autoridades financeiras e orçamentárias do DF ou dos demais órgãos auxiliares.",Certo,"www.tecconcursos.com.br/questoes/106420"
1665,"CEBRASPE (CESPE)","Ana TI (TCE-RO)",2013,"","","Julgue o seguinte item à luz da Lei Orgânica do TCE/RO –Lei Complementar nº 154/1996. A título de racionalização administrativa e economia processual, e com o objetivo de evitar que o custo da cobrança seja superior ao valor do ressarcimento, o TCE/RO poderá determinar, desde logo, o arquivamento do processo, sem cancelamento do débito, a cujo pagamento continuará obrigado o devedor, para que lhe possa ser dada quitação.",Certo,"www.tecconcursos.com.br/questoes/155084"
1666,"CEBRASPE (CESPE)","OCE (TCE-RS)",2013,"","","A respeito das normas constitucionais relacionadas com o TCE/RS, julgue o item. O TCE/RS não poderá sustar de imediato contrato que tenha sido considerado lesivo ao erário por decisão final irrecorrível.",Certo,"www.tecconcursos.com.br/questoes/195254"
1667,"CEBRASPE (CESPE)","OCE (TCE-RS)",2013,"","","Considerando as determinações da Lei Orgânica do TCE/RS, julgue o item que se segue. Considere que determinado auditor do TCE/RS tenha identificado ilegalidade cometida em uma fundação ligada ao governo do estado do Rio Grande do Sul. Nessa situação, o TCE/RS deve comunicar a ocorrência, em caráter reservado, à mesa diretora da Assembleia Legislativa estadual.",Certo,"www.tecconcursos.com.br/questoes/195259"
1668,"CEBRASPE (CESPE)","Aud (FUB)",2013,"","","Acerca dos tipos de auditoria, julgue o item a seguir. O Tribunal de Contas do Distrito Federal adota, como um dos critérios de classificação das auditorias, a previsibilidade. Nesse caso, são consideradas como não programadas as auditorias que não integram o plano geral de ação (PGA) do tribunal nem exigem autorização plenária, a exemplo das não especificadas.",Errado,"www.tecconcursos.com.br/questoes/346219"
1669,"CEBRASPE (CESPE)","ACE (TC DF)",2012,"","","Com referência à parte geral do manual de auditoria do TCDF, julgue o item que se segue. Em auditoria de recursos externos, na condição de auditores independentes, após prévio credenciamento do TCDF junto a organismo internacional, será emitido parecer sobre as informações de crédito ou de cooperação, momento em que o sistema de controle interno também será avaliado.",Certo,"www.tecconcursos.com.br/questoes/57834"
1670,"CEBRASPE (CESPE)","ACE (TC DF)",2012,"","","Com referência à parte geral do manual de auditoria do TCDF, julgue o item que se segue. O processo de monitoramento de entidades públicas divide-se em três etapas; ao final de cada uma delas, as respectivas avaliações, devidamente documentadas, devem ser submetidas ao plenário do TCDF, para conhecimento e adoção de medidas eventuais.",Errado,"www.tecconcursos.com.br/questoes/57835"
1671,"CEBRASPE (CESPE)","ACE (TC DF)",2012,"","","Com referência à parte geral do manual de auditoria do TCDF, julgue o item que se segue. Denomina-se inspeção a modalidade de fiscalização realizada pelos auditores do TCDF que tem por objetivo obter informações saneadoras de falhas verificadas em processos.",Errado,"www.tecconcursos.com.br/questoes/57838"
1672,"CEBRASPE (CESPE)","ACE (TC DF)",2012,"","","Julgue o item subsecutivo, referente aos documentos, à execução e ao planejamento de auditoria. Após a definição do perfil da equipe de auditoria, têm início as atividades para elaboração do planejamento de auditoria.",Errado,"www.tecconcursos.com.br/questoes/57840"
1673,"CEBRASPE (CESPE)","Proc (TCE ES)",2009,"","","A CF reserva aos TCs a atribuição de realizar inspeções e auditorias. Em relação a esses procedimentos, assinale a opção correta.",D,"www.tecconcursos.com.br/questoes/1376977"
1674,"CEBRASPE (CESPE)","ACE (TCE AC)",2008,"","","Assinale a opção correta quanto ao julgamento e à fiscalização das contas pelo TCE/AC.",C,"www.tecconcursos.com.br/questoes/1567794"
1675,"CEBRASPE (CESPE)","Ana AAC (HEMOBRÁS)",2008,"","","Com relação ao controle da administração pública, julgue o item subsequente. O controle do TCU sobre os atos ou contratos da administração pública, quando da realização de auditorias e inspeções é feito de modo a priori e concomitante.",Errado,"www.tecconcursos.com.br/questoes/1637026"
1676,"CEBRASPE (CESPE)","Proc MPC (TCM-GO)",2007,"","","As decisões do Tribunal de Contas, em regra, não permitem transparecer as dificuldades surgidas no curso de um processo tipicamente administrativo, de natureza multiforme, que, apesar de informadas pelos princípios da oficialidade, doformalismo moderado e da verdade material, devem sempre curvar-se às garantias constitucionais que asseguram às partes processuais o contraditório e a ampla defesa. Benjamin Zymler. Processo administrativo no Tribunal de Contas da União. Prêmio Serzedello Corrêa 1996: monografias vencedoras. Brasília: TCU, 1997, p. 147-8 (com adaptações). Considerando o texto acima, assinale a opção incorreta.",D,"www.tecconcursos.com.br/questoes/1325085"
1677,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Acerca da tomada e prestações de contas junto ao Tribunal de Contas do Estado de Pernambuco (TCE/PE), julgue o item que se segue. A prestação de contas, recursos, denúncia, pedidos de rescisão e remoção são modalidades de processos formalizados junto ao TCE/PE para o exercício de sua competência de fiscalização e julgamento.",Errado,"www.tecconcursos.com.br/questoes/197050"
1678,"CEBRASPE (CESPE)","AUCE (TCE-PE)",2004,"","","Quanto à Lei Orgânica do TCE/PE, julgue o item subseqüente. Quando verificada ilegalidade na administração pública estadual, compete ao TCE/PE assinar prazo para que os órgãos ou entidades em questão adotem providências necessárias ao cumprimento da lei.",Certo,"www.tecconcursos.com.br/questoes/197280"
